date,HUFL,HULL,MUFL,MULL,LUFL,LULL,OT
2016/7/2 22:00,9.444,4.622,6.965,2.168,2.955,1.858,21.948
2016/7/2 23:00,9.444,4.287,6.823,2.559,2.589,1.736,27.295
2016/7/3 0:00,10.382,5.425,7.604,2.31,2.955,1.675,29.335
2016/7/3 1:00,9.779,5.224,6.716,2.843,2.65,1.675,26.028
2016/7/3 2:00,10.382,4.689,7.32,2.203,2.985,1.858,24.34
2016/7/3 3:00,9.779,4.153,6.823,1.99,2.528,1.675,26.45
2016/7/3 4:00,10.717,4.756,7.356,2.807,2.65,1.797,25.958
2016/7/3 5:00,10.315,4.689,7.391,2.452,2.924,1.858,24.059
2016/7/3 6:00,12.592,5.224,8.671,2.203,3.716,1.949,25.325
2016/7/3 7:00,11.119,4.622,7.889,2.843,3.625,1.919,23.637
2016/7/3 8:00,10.65,4.421,7.036,2.025,3.594,1.919,26.38
2016/7/3 9:00,10.047,4.22,6.432,1.67,3.686,1.949,27.365
2016/7/3 10:00,11.721,5.09,7.889,2.559,3.564,1.858,28.068
2016/7/3 11:00,12.123,5.358,8.066,2.487,4.082,1.919,29.475
2016/7/3 12:00,9.98,5.023,6.858,2.559,3.29,1.858,26.802
2016/7/3 13:00,9.243,4.957,6.29,2.63,3.137,1.888,29.968
2016/7/3 14:00,10.181,5.425,7.178,3.02,3.076,1.888,30.39
2016/7/3 15:00,9.645,5.425,7.107,2.665,3.015,1.828,31.164
2016/7/3 16:00,9.779,4.89,6.503,2.985,3.076,2.01,29.757
2016/7/3 17:00,11.119,5.157,7.32,2.914,3.807,1.98,32.289
2016/7/3 18:00,11.052,4.957,7.391,2.523,3.686,1.98,31.938
2016/7/3 19:00,10.784,4.89,7.214,2.487,3.594,1.888,28.561
2016/7/3 20:00,11.186,4.89,7.178,2.345,3.96,1.919,21.526
2016/7/3 21:00,10.449,4.89,6.61,2.31,3.807,2.041,22.23
2016/7/3 22:00,9.578,5.76,6.787,3.127,3.259,1.888,19.416
2016/7/3 23:00,9.31,5.76,6.61,3.056,3.168,1.888,18.572
2016/7/4 0:00,9.913,5.894,6.254,2.63,3.015,1.858,21.667
2016/7/4 1:00,8.975,4.957,6.29,2.665,2.863,1.828,25.536
2016/7/4 2:00,8.64,4.823,6.148,2.594,2.924,1.828,27.857
2016/7/4 3:00,9.176,5.492,5.579,2.381,2.863,1.858,27.928
2016/7/4 4:00,9.109,4.823,5.65,2.523,2.772,1.797,24.621
2016/7/4 5:00,9.846,5.559,5.97,2.949,3.107,1.888,23.848
2016/7/4 6:00,11.588,5.425,7.391,2.807,3.807,1.98,23.074
2016/7/4 7:00,11.788,6.095,7.214,2.985,3.899,2.041,22.511
2016/7/4 8:00,10.583,5.961,7.143,2.914,3.655,2.071,21.667
2016/7/4 9:00,11.588,6.296,7.569,3.056,3.472,2.01,25.395
2016/7/4 10:00,11.922,6.229,7.711,3.056,3.746,1.949,25.184
2016/7/4 11:00,12.324,5.559,8.422,3.234,4.203,1.98,29.546
2016/7/4 12:00,10.382,5.894,6.858,2.63,3.564,1.949,29.475
2016/7/4 13:00,10.047,5.425,6.752,3.02,3.32,1.949,29.264
2016/7/4 14:00,10.516,6.028,7.107,3.376,3.137,1.919,30.953
2016/7/4 15:00,10.717,6.095,6.787,3.02,3.168,2.01,31.726
2016/7/4 16:00,9.98,5.023,6.503,2.559,3.442,2.041,33.133
2016/7/4 17:00,11.32,5.09,7.356,2.452,3.868,2.041,28.983
2016/7/4 18:00,11.387,4.957,7.356,2.452,4.295,2.193,28.983
2016/7/4 19:00,9.377,3.885,6.894,2.239,2.467,1.188,31.726
2016/7/4 20:00,10.114,4.086,7.143,2.239,2.955,1.462,25.184
2016/7/4 21:00,10.382,4.823,6.894,2.31,3.503,2.01,30.531
2016/7/4 22:00,9.645,4.89,6.61,1.919,3.259,1.919,27.646
2016/7/4 23:00,12.726,6.497,9.346,3.482,3.168,1.98,25.466
2016/7/5 0:00,11.989,5.626,8.777,2.949,3.198,1.98,25.958
2016/7/5 1:00,12.525,6.296,8.955,3.163,3.137,2.01,25.958
2016/7/5 2:00,12.324,6.296,8.813,3.376,2.985,1.919,26.028
2016/7/5 3:00,10.717,5.425,8.066,2.878,2.833,1.858,28.913
2016/7/5 4:00,11.32,5.626,7.676,2.63,3.046,1.888,30.46
2016/7/5 5:00,10.851,4.689,6.823,1.883,3.32,2.041,31.375
2016/7/5 6:00,13.329,5.425,8.884,2.736,4.082,1.949,32.782
2016/7/5 7:00,11.454,5.224,7.853,2.772,3.655,2.01,31.726
2016/7/5 8:00,11.052,5.961,7.462,3.127,3.564,2.102,30.32
2016/7/5 9:00,10.985,6.028,7.533,2.701,3.411,2.041,30.46
2016/7/5 10:00,12.793,5.961,8.564,3.447,3.838,2.163,32.922
2016/7/5 11:00,13.396,6.43,8.742,3.482,4.599,2.254,31.093
2016/7/5 12:00,11.253,5.425,7.676,2.736,3.594,2.01,25.677
2016/7/5 13:00,9.913,4.555,6.681,2.31,3.32,1.919,27.154
2016/7/5 14:00,10.181,5.358,7.32,2.487,3.32,2.071,28.772
2016/7/5 15:00,10.851,5.224,7.249,2.416,3.32,1.949,30.601
2016/7/5 16:00,10.047,5.023,6.894,2.736,3.168,2.254,32.008
2016/7/5 17:00,11.922,5.425,7.924,2.878,4.386,2.102,33.133
2016/7/5 18:00,11.454,4.957,7.462,2.345,3.99,2.041,31.515
2016/7/5 19:00,10.851,4.689,7.071,2.345,3.807,1.949,31.023
2016/7/5 20:00,11.186,4.622,7.285,2.203,3.899,1.888,31.445
2016/7/5 21:00,10.65,4.689,6.894,2.168,3.807,2.01,31.726
2016/7/5 22:00,9.98,4.354,6.645,1.919,3.564,1.98,30.953
2016/7/5 23:00,11.855,5.76,7.818,2.701,3.259,1.949,30.46
2016/7/6 0:00,10.382,5.09,6.467,2.843,3.015,1.828,28.913
2016/7/6 1:00,10.717,5.425,7.498,2.31,2.833,1.919,30.39
2016/7/6 2:00,10.851,5.358,7.818,2.878,2.833,1.858,31.515
2016/7/6 3:00,9.779,5.157,5.97,2.345,3.168,2.132,31.234
2016/7/6 4:00,9.377,4.488,6.254,2.274,3.015,2.041,30.531
2016/7/6 5:00,11.387,5.559,7.853,2.843,3.259,2.345,30.109
2016/7/6 6:00,11.855,4.488,8.209,2.097,3.868,1.858,30.32
2016/7/6 7:00,12.525,6.162,9.132,3.625,3.533,1.888,29.616
2016/7/6 8:00,12.726,6.363,9.346,3.376,3.716,1.98,30.531
2016/7/6 9:00,11.119,4.756,7.178,2.132,3.35,1.98,32.993
2016/7/6 10:00,11.788,4.89,8.031,2.452,3.564,1.858,30.249
2016/7/6 11:00,13.128,4.957,8.671,2.772,3.99,1.919,30.249
2016/7/6 12:00,10.583,4.756,7,2.061,2.955,1.645,30.671
2016/7/6 13:00,10.315,5.291,7.498,2.345,3.046,1.706,31.586
2016/7/6 14:00,9.444,5.023,6.965,2.203,2.65,1.645,31.938
2016/7/6 15:00,10.449,4.22,7,2.381,2.711,1.584,28.983
2016/7/6 16:00,9.846,4.086,7.071,1.919,2.711,1.553,27.717
2016/7/6 17:00,10.985,4.756,7.64,2.63,3.29,1.645,30.671
2016/7/6 18:00,10.717,4.287,7.32,2.097,3.32,1.645,24.34
2016/7/6 19:00,9.176,3.55,6.005,1.564,3.107,1.614,29.686
2016/7/6 20:00,9.645,4.153,6.254,1.457,3.411,1.736,30.249
2016/7/6 21:00,8.506,2.88,5.437,0.746,3.533,1.828,29.968
2016/7/6 22:00,10.516,3.349,7.107,1.279,3.259,1.645,29.546
2016/7/6 23:00,13.396,4.689,10.234,2.381,3.259,1.675,28.491
2016/7/7 0:00,12.592,5.157,9.204,2.31,2.772,1.614,28.561
2016/7/7 1:00,14.2,6.229,11.194,3.447,2.559,1.553,28.772
2016/7/7 2:00,12.592,6.229,10.909,3.696,2.528,1.523,27.717
2016/7/7 3:00,14.267,6.363,11.122,3.873,2.833,1.675,28.139
2016/7/7 4:00,12.592,5.09,9.204,2.772,2.68,1.828,27.365
2016/7/7 5:00,13.731,5.626,10.661,2.985,3.229,1.767,26.732
2016/7/7 6:00,15.137,5.76,11.229,2.949,3.32,1.645,26.38
2016/7/7 7:00,14.267,5.961,10.803,3.198,3.381,1.797,25.395
2016/7/7 8:00,12.525,5.09,9.31,3.056,3.076,1.797,27.928
2016/7/7 9:00,12.324,5.559,8.671,2.843,3.015,1.675,28.983
2016/7/7 10:00,13.262,6.095,9.808,2.843,3.442,1.767,29.757
2016/7/7 11:00,12.324,4.957,8.244,2.559,3.99,1.736,30.601
2016/7/7 12:00,9.645,3.617,6.787,1.599,3.046,1.523,32.641
2016/7/7 13:00,10.516,4.555,7.391,2.132,2.802,1.553,35.385
2016/7/7 14:00,9.377,3.818,6.574,1.564,2.65,1.553,37.284
2016/7/7 15:00,9.109,3.684,6.61,1.599,2.589,2.132,38.48
2016/7/7 16:00,9.243,3.416,6.538,1.706,2.985,1.553,36.791
2016/7/7 17:00,10.449,4.22,7.32,2.097,3.229,1.523,34.118
2016/7/7 18:00,11.052,4.287,7.604,1.99,3.472,1.675,33.837
2016/7/7 19:00,10.114,4.086,6.858,1.954,3.259,1.645,33.274
2016/7/7 20:00,11.119,4.153,7.427,1.919,3.746,1.675,32.922
2016/7/7 21:00,10.449,3.282,7.107,1.279,3.594,1.706,33.626
2016/7/7 22:00,10.516,3.885,7.356,1.599,3.168,1.675,32.641
2016/7/7 23:00,11.855,5.358,8.884,3.198,3.076,1.553,31.586
2016/7/8 0:00,11.855,4.756,8.884,2.985,2.955,1.523,31.093
2016/7/8 1:00,10.382,4.756,7.995,2.63,2.498,1.34,30.742
2016/7/8 2:00,11.186,5.224,8.706,2.594,2.376,1.401,29.335
2016/7/8 3:00,10.248,4.555,7.747,2.736,2.437,1.492,28.772
2016/7/8 4:00,10.918,4.086,8.244,2.594,2.315,1.462,29.124
2016/7/8 5:00,12.659,5.224,9.417,2.701,2.894,1.614,29.264
2016/7/8 6:00,13.597,5.425,9.737,2.985,3.472,1.645,29.405
2016/7/8 7:00,10.382,4.086,7.214,2.025,3.29,1.645,28.913
2016/7/8 8:00,9.98,4.555,6.716,2.274,3.29,1.797,29.897
2016/7/8 9:00,9.645,4.019,6.894,2.594,3.015,1.645,30.531
2016/7/8 10:00,11.721,4.756,7.995,2.168,3.381,1.736,30.671
2016/7/8 11:00,11.788,4.22,8.031,2.132,3.929,1.828,30.671
2016/7/8 12:00,10.449,4.086,7.356,1.812,3.168,1.675,31.093
2016/7/8 13:00,10.181,3.416,6.858,1.741,3.046,1.614,30.882
2016/7/8 14:00,12.927,5.023,6.752,1.528,5.696,2.224,32.711
2016/7/8 15:00,10.181,4.22,6.574,1.741,3.015,1.645,34.751
2016/7/8 16:00,9.444,3.55,6.61,1.279,2.924,1.614,34.4
2016/7/8 17:00,10.315,4.086,7.178,2.097,3.229,1.645,34.329
2016/7/8 18:00,10.717,3.885,7.107,1.741,3.564,1.675,33.626
2016/7/8 19:00,10.181,3.617,6.467,1.421,3.594,1.675,33.556
2016/7/8 20:00,11.855,4.086,7.64,1.564,4.264,1.858,32.782
2016/7/8 21:00,12.726,4.354,8.244,2.132,4.295,1.767,32.149
2016/7/8 22:00,14.066,5.358,9.666,2.239,3.777,1.706,31.234
2016/7/8 23:00,18.152,8.841,12.402,4.193,5.818,3.046,30.531
2016/7/9 0:00,14.602,5.961,11.3,3.34,3.259,1.767,30.953
2016/7/9 1:00,14.535,6.162,11.691,3.909,3.046,1.645,30.32
2016/7/9 2:00,14.401,6.296,11.727,3.944,2.802,1.614,29.405
2016/7/9 3:00,13.999,6.497,10.945,3.198,2.711,1.675,28.702
2016/7/9 4:00,14.066,6.296,11.3,3.482,2.833,2.01,28.772
2016/7/9 5:00,14.267,5.425,10.838,3.02,3.32,1.767,28.913
2016/7/9 6:00,14.602,5.693,10.874,3.056,3.29,1.736,28.279
2016/7/9 7:00,9.109,2.612,6.396,1.066,2.741,1.523,28.631
2016/7/9 8:00,11.454,3.416,8.28,1.102,3.137,1.767,28.772
2016/7/9 9:00,9.779,3.55,6.005,1.706,3.29,1.645,29.968
2016/7/9 10:00,10.851,4.22,6.574,1.244,3.472,1.797,29.757
2016/7/9 11:00,10.516,3.483,6.61,1.35,3.868,1.736,30.32
2016/7/9 12:00,9.779,3.617,5.899,0.853,3.229,1.706,31.445
2016/7/9 13:00,10.248,3.751,6.61,1.244,3.046,1.553,30.742
2016/7/9 14:00,9.645,4.019,6.823,1.564,3.046,1.553,31.656
2016/7/9 15:00,9.578,3.818,6.361,1.492,3.076,1.614,32.289
2016/7/9 16:00,11.989,4.153,6.432,1.528,5.604,2.193,32.852
2016/7/9 17:00,10.784,3.818,6.645,1.208,3.868,1.888,32.078
2016/7/9 18:00,10.114,3.416,6.254,1.208,3.686,2.041,31.867
2016/7/9 19:00,9.444,3.148,5.97,1.102,3.411,1.645,31.375
2016/7/9 20:00,11.32,3.483,7.427,1.812,4.051,1.675,30.882
2016/7/9 21:00,13.53,4.756,9.523,2.701,3.899,1.462,30.882
2016/7/9 22:00,12.458,5.827,8.919,3.553,3.503,1.584,29.968
2016/7/9 23:00,13.329,5.358,9.594,2.452,3.29,1.553,29.968
2016/7/10 0:00,15.271,6.229,9.737,2.736,5.483,2.01,29.475
2016/7/10 1:00,15.539,6.095,10.518,3.163,5.208,2.041,29.335
2016/7/10 2:00,15.137,6.363,9.63,3.234,4.934,1.919,29.827
2016/7/10 3:00,14.401,5.894,8.493,2.985,4.934,1.98,29.124
2016/7/10 4:00,14.133,5.157,8.599,2.452,4.965,1.949,28.561
2016/7/10 5:00,13.999,4.354,8.706,2.132,5.269,2.041,28.631
2016/7/10 6:00,14.937,5.626,9.026,1.919,5.818,2.102,27.787
2016/7/10 7:00,13.329,4.555,7.711,1.457,5.574,2.193,27.506
2016/7/10 8:00,10.851,4.555,7.32,2.203,3.198,1.767,28.068
2016/7/10 9:00,9.846,4.287,6.858,1.812,3.168,1.706,29.616
2016/7/10 10:00,10.248,3.952,6.858,1.706,3.381,1.797,29.475
2016/7/10 11:00,11.855,4.019,7.604,1.812,4.142,1.736,29.053
2016/7/10 12:00,8.573,3.282,5.579,1.137,2.985,1.523,29.475
2016/7/10 13:00,8.64,3.081,5.508,1.031,2.711,1.432,29.124
2016/7/10 14:00,8.306,2.411,5.188,0.711,2.924,1.523,29.686
2016/7/10 15:00,8.774,3.349,6.148,1.35,2.528,1.432,31.023
2016/7/10 16:00,8.038,2.545,5.615,0.888,2.467,1.34,31.164
2016/7/10 17:00,9.176,2.746,6.29,1.137,3.229,1.432,30.671
2016/7/10 18:00,9.444,3.215,6.396,1.421,3.168,1.523,29.968
2016/7/10 19:00,8.506,2.88,5.792,1.102,2.711,1.31,30.179
2016/7/10 20:00,10.047,3.081,6.858,1.279,3.168,1.31,29.475
2016/7/10 21:00,9.712,2.076,6.396,0.604,3.29,1.31,29.405
2016/7/10 22:00,9.98,3.081,7,1.315,2.863,1.31,28.209
2016/7/10 23:00,9.98,3.55,7.214,1.883,2.68,1.279,29.124
2016/7/11 0:00,13.597,5.358,8.99,2.701,4.873,1.797,28.561
2016/7/11 1:00,13.597,4.89,8.493,1.919,4.569,1.675,29.194
2016/7/11 2:00,12.123,4.086,7.071,1.777,4.599,1.675,28.561
2016/7/11 3:00,11.989,3.952,7.569,1.599,4.477,1.736,29.264
2016/7/11 4:00,11.989,4.22,7.569,1.599,4.356,1.919,29.053
2016/7/11 5:00,12.994,4.421,7.853,1.599,4.569,1.675,28.913
2016/7/11 6:00,13.798,4.086,8.138,2.097,5.269,1.767,29.827
2016/7/11 7:00,12.994,4.153,8.173,2.025,5.208,1.888,29.827
2016/7/11 8:00,9.98,3.818,7.249,1.564,2.894,1.432,29.194
2016/7/11 9:00,10.114,3.885,6.645,1.67,2.772,1.371,30.882
2016/7/11 10:00,9.846,3.349,6.787,1.812,2.406,1.492,31.234
2016/7/11 11:00,10.985,3.617,7.143,1.599,3.503,1.371,32.219
2016/7/11 12:00,8.372,2.813,5.508,0.569,2.68,1.218,32.993
2016/7/11 13:00,8.908,2.88,5.792,0.746,2.589,1.188,33.907
2016/7/11 14:00,9.042,3.014,6.29,0.995,2.589,1.279,34.751
2016/7/11 15:00,9.243,3.215,6.361,1.031,2.68,1.157,34.751
2016/7/11 16:00,8.239,2.813,5.721,1.244,2.528,1.249,34.822
2016/7/11 17:00,8.975,2.88,5.934,1.244,3.015,1.249,34.892
2016/7/11 18:00,8.506,2.344,5.579,0.746,2.894,1.157,33.344
2016/7/11 19:00,7.837,2.076,5.224,0.533,2.589,1.127,31.656
2016/7/11 20:00,9.176,1.942,6.183,0.604,2.894,0.975,33.485
2016/7/11 21:00,9.176,2.009,6.219,0.604,2.955,0.975,32.641
2016/7/11 22:00,8.372,3.014,6.29,1.208,2.437,0.944,32.5
2016/7/11 23:00,10.918,3.55,9.026,2.31,2.132,0.883,33.063
2016/7/12 0:00,11.521,3.55,9.594,2.31,1.98,0.822,33.485
2016/7/12 1:00,11.521,4.153,9.594,2.701,1.736,0.67,33.696
2016/7/12 2:00,12.123,4.555,10.341,3.482,1.828,0.792,33.556
2016/7/12 3:00,11.922,4.086,10.163,2.949,1.797,0.822,33.344
2016/7/12 4:00,11.721,3.818,9.523,2.452,1.797,0.822,32.993
2016/7/12 5:00,11.119,3.349,8.919,2.416,2.102,0.883,33.344
2016/7/12 6:00,11.119,3.818,8.635,1.848,2.559,1.036,33.907
2016/7/12 7:00,9.444,2.277,6.894,1.386,2.01,0.731,33.204
2016/7/12 8:00,8.707,3.081,6.681,1.599,2.376,1.066,34.189
2016/7/12 9:00,8.908,2.411,6.467,1.528,2.406,0.975,35.947
2016/7/12 10:00,10.114,2.679,6.965,1.421,2.863,1.188,36.369
2016/7/12 11:00,10.851,3.014,7.32,1.777,3.35,1.127,36.088
2016/7/12 12:00,9.377,1.875,6.005,0.959,2.894,1.157,36.088
2016/7/12 13:00,9.779,2.344,6.254,0.497,2.863,1.097,36.229
2016/7/12 14:00,9.511,2.009,6.467,0.959,2.863,1.218,38.409
2016/7/12 15:00,9.243,2.813,6.823,0.888,2.619,1.31,39.605
2016/7/12 16:00,8.774,1.942,6.112,0.462,2.711,1.127,40.098
2016/7/12 17:00,9.645,2.679,6.396,1.137,3.076,1.157,40.52
2016/7/12 18:00,9.109,2.143,5.97,0.604,3.107,1.097,37.847
2016/7/12 19:00,8.573,1.875,5.508,0.462,3.076,1.066,37.354
2016/7/12 20:00,10.851,2.143,7.143,0.533,3.746,1.097,36.018
2016/7/12 21:00,10.985,2.143,7.285,0.604,3.746,1.066,36.158
2016/7/12 22:00,12.793,2.746,9.808,1.706,3.259,0.914,36.018
2016/7/12 23:00,16.008,5.693,13.112,3.482,2.833,1.005,36.229
2016/7/13 0:00,19.156,6.229,13.717,4.015,5.026,1.523,36.51
2016/7/13 1:00,16.812,5.894,12.189,3.411,4.873,1.462,36.721
2016/7/13 2:00,17.616,5.961,12.722,3.589,4.721,1.492,36.58
2016/7/13 3:00,16.343,5.76,11.371,2.949,4.477,1.492,37.706
2016/7/13 4:00,18.018,7.1,13.468,3.909,4.477,1.523,37.706
2016/7/13 5:00,18.152,7.033,13.397,4.087,4.66,1.523,37.636
2016/7/13 6:00,16.209,4.823,10.518,2.701,5.056,1.553,37.003
2016/7/13 7:00,13.463,4.086,8.066,1.457,5.239,1.828,38.55
2016/7/13 8:00,10.315,3.416,6.929,1.315,2.802,1.462,38.058
2016/7/13 9:00,8.841,3.148,6.752,1.457,2.041,1.127,37.003
2016/7/13 10:00,10.248,3.282,6.61,1.173,3.107,1.31,37.003
2016/7/13 11:00,8.573,2.009,6.503,0.853,2.163,1.066,29.827
2016/7/13 12:00,8.774,2.143,5.721,0.426,2.65,1.005,32.852
2016/7/13 13:00,9.511,1.608,6.041,0.426,2.863,1.097,36.158
2016/7/13 14:00,8.774,2.076,6.041,0.817,2.376,1.005,35.807
2016/7/13 15:00,9.31,2.143,6.219,0.995,2.924,1.127,37.776
2016/7/13 16:00,8.306,2.277,5.721,0.924,2.619,1.097,39.535
2016/7/13 17:00,8.975,2.277,5.97,0.782,3.015,1.279,38.269
2016/7/13 18:00,8.841,2.143,5.721,0.604,3.107,1.127,34.751
2016/7/13 19:00,9.042,2.344,5.863,0.604,3.442,1.127,33.767
2016/7/13 20:00,11.253,2.612,7.178,0.853,4.112,1.188,32.852
2016/7/13 21:00,11.989,3.416,8.599,2.168,3.929,1.188,33.133
2016/7/13 22:00,12.525,3.818,9.63,1.599,3.259,0.975,34.329
2016/7/13 23:00,13.597,4.622,10.98,2.843,3.107,1.066,35.385
2016/7/14 0:00,14.602,5.358,11.194,2.878,2.863,1.036,34.54
2016/7/14 1:00,13.463,4.555,10.874,2.985,2.467,0.883,32.711
2016/7/14 2:00,12.257,3.885,9.523,2.132,2.467,0.944,33.907
2016/7/14 3:00,12.257,4.689,10.661,2.985,2.254,0.914,34.681
2016/7/14 4:00,11.588,3.684,8.848,1.706,2.102,0.883,35.666
2016/7/14 5:00,11.922,3.349,9.275,1.99,2.102,0.883,34.47
2016/7/14 6:00,11.521,3.684,9.559,2.274,2.528,0.944,35.314
2016/7/14 7:00,8.774,2.679,5.863,1.137,2.315,1.066,33.837
2016/7/14 8:00,7.971,3.081,5.97,1.599,2.376,1.279,35.877
2016/7/14 9:00,8.306,2.411,5.863,1.279,2.376,1.157,35.525
2016/7/14 10:00,9.377,2.344,6.503,1.173,2.802,1.249,36.58
2016/7/14 11:00,10.047,3.148,6.858,0.782,3.168,1.097,37.354
2016/7/14 12:00,8.239,2.076,5.686,0.391,2.589,1.036,34.611
2016/7/14 13:00,8.306,2.277,6.005,0.853,2.65,0.975,33.837
2016/7/14 14:00,7.904,2.21,5.401,0.782,2.467,1.036,33.204
2016/7/14 15:00,12.19,4.689,10.021,2.559,2.254,0.914,34.681
2016/7/14 16:00,7.837,1.541,5.295,0.675,2.467,1.279,36.721
2016/7/14 17:00,7.904,1.608,4.62,-0.107,3.168,1.127,34.751
2016/7/14 18:00,6.43,0.938,3.98,-0.284,2.467,1.127,24.903
2016/7/14 19:00,7.837,1.34,5.188,0.036,2.711,1.066,32.852
2016/7/14 20:00,8.975,1.407,5.686,0.036,3.259,0.975,33.133
2016/7/14 21:00,8.306,0.67,5.224,-0.426,3.107,0.975,29.968
2016/7/14 22:00,8.105,0.804,5.437,-0.32,2.65,0.883,30.39
2016/7/14 23:00,10.114,2.545,7.64,1.137,2.589,0.914,31.375
2016/7/15 0:00,13.195,4.019,8.422,2.097,4.782,1.462,31.304
2016/7/15 1:00,13.329,4.287,8.28,1.954,4.447,1.31,32.641
2016/7/15 2:00,13.865,4.354,8.99,1.812,4.264,1.31,33.344
2016/7/15 3:00,11.989,3.215,7.711,1.421,4.142,1.34,33.344
2016/7/15 4:00,11.855,3.416,7.107,0.782,4.234,1.432,34.611
2016/7/15 5:00,11.855,2.679,7.498,0.959,4.386,1.34,33.907
2016/7/15 6:00,11.119,2.009,6.361,0.604,4.873,1.462,34.54
2016/7/15 7:00,11.989,2.947,6.005,0.782,4.995,1.675,35.385
2016/7/15 8:00,8.975,2.344,6.183,0.888,2.559,1.279,34.329
2016/7/15 9:00,9.511,3.014,7.036,1.954,2.376,1.097,31.586
2016/7/15 10:00,10.114,3.55,6.965,1.564,2.955,1.432,31.375
2016/7/15 11:00,10.315,3.617,7.32,1.102,3.29,1.097,30.742
2016/7/15 12:00,8.64,2.277,5.721,0.391,2.589,0.975,31.586
2016/7/15 13:00,8.908,2.478,6.112,0.817,2.619,1.127,31.375
2016/7/15 14:00,9.31,2.545,6.361,0.817,2.528,1.157,31.023
2016/7/15 15:00,8.172,2.277,5.792,1.066,2.224,1.097,25.817
2016/7/15 16:00,7.837,2.21,5.508,0.782,2.68,1.157,24.903
2016/7/15 17:00,8.506,2.21,5.579,0.497,3.229,1.401,18.009
2016/7/15 18:00,7.234,1.34,4.62,0,2.589,1.097,22.441
2016/7/15 19:00,6.966,1.139,4.442,-0.036,2.467,0.975,16.883
2016/7/15 20:00,7.167,1.139,4.762,0,2.437,0.853,22.089
