date,HUFL,HULL,MUFL,MULL,LUFL,LULL,OT
2016/7/3 9:00,29.570 ,10.722 ,27.342 ,9.570 ,3.156 ,0.000 ,28.115 
2016/7/3 10:00,34.512 ,12.063 ,30.987 ,9.999 ,3.156 ,0.000 ,28.774 
2016/7/3 11:00,33.591 ,11.392 ,29.969 ,9.328 ,3.156 ,0.000 ,29.653 
2016/7/3 12:00,35.518 ,12.816 ,32.033 ,10.722 ,3.156 ,0.000 ,31.412 
2016/7/3 13:00,35.685 ,13.152 ,33.132 ,11.071 ,3.156 ,0.000 ,31.412 
2016/7/3 14:00,33.842 ,12.481 ,30.612 ,10.401 ,3.017 ,0.000 ,31.412 
2016/7/3 15:00,32.670 ,12.314 ,29.862 ,10.293 ,3.017 ,0.000 ,31.412 
2016/7/3 16:00,34.094 ,12.314 ,31.068 ,10.293 ,3.017 ,0.000 ,32.510 
2016/7/3 17:00,40.460 ,14.324 ,36.885 ,11.848 ,3.017 ,0.000 ,32.729 
2016/7/3 18:00,40.292 ,13.654 ,37.046 ,11.500 ,3.017 ,0.000 ,32.949 
2016/7/3 19:00,35.601 ,11.392 ,32.730 ,9.355 ,2.516 ,0.000 ,32.949 
2016/7/3 20:00,37.361 ,11.644 ,34.097 ,9.489 ,3.923 ,0.000 ,31.851 
2016/7/3 21:00,38.282 ,12.733 ,35.089 ,10.588 ,3.923 ,0.000 ,30.752 
2016/7/3 22:00,38.198 ,13.068 ,34.365 ,10.561 ,3.923 ,1.247 ,29.873 
2016/7/3 23:00,37.528 ,12.649 ,33.990 ,10.401 ,3.422 ,0.000 ,29.434 
2016/7/4 0:00,36.439 ,13.152 ,33.990 ,10.990 ,3.326 ,0.000 ,28.994 
2016/7/4 1:00,37.361 ,13.570 ,35.464 ,11.982 ,2.100 ,0.000 ,28.335 
2016/7/4 2:00,31.245 ,10.220 ,29.352 ,8.819 ,1.940 ,0.000 ,28.774 
2016/7/4 3:00,34.680 ,12.733 ,32.381 ,11.124 ,1.940 ,0.000 ,28.555 
2016/7/4 4:00,31.162 ,11.560 ,29.138 ,9.596 ,1.919 ,0.000 ,28.555 
2016/7/4 5:00,33.340 ,12.565 ,30.532 ,10.642 ,3.188 ,0.000 ,28.335 
2016/7/4 6:00,38.198 ,13.822 ,34.713 ,11.661 ,3.188 ,0.000 ,27.896 
2016/7/4 7:00,37.779 ,13.654 ,34.419 ,11.473 ,3.209 ,0.000 ,27.676 
2016/7/4 8:00,33.842 ,9.466 ,31.631 ,8.203 ,1.962 ,0.000 ,27.896 
2016/7/4 9:00,35.936 ,11.476 ,34.016 ,9.891 ,1.962 ,0.000 ,28.994 
2016/7/4 10:00,35.015 ,10.052 ,32.891 ,8.417 ,1.962 ,0.000 ,30.972 
2016/7/4 11:00,38.282 ,12.649 ,36.027 ,10.722 ,1.962 ,0.000 ,32.509 
2016/7/4 12:00,41.968 ,13.654 ,39.673 ,11.741 ,1.962 ,0.000 ,35.146 
2016/7/4 13:00,40.460 ,13.487 ,38.493 ,11.580 ,1.962 ,0.000 ,36.465 
2016/7/4 14:00,38.785 ,13.068 ,36.751 ,11.178 ,1.962 ,0.000 ,37.784 
2016/7/4 15:00,39.790 ,12.398 ,37.823 ,10.615 ,1.962 ,0.000 ,37.343 
2016/7/4 16:00,38.868 ,12.481 ,36.777 ,10.481 ,1.962 ,0.000 ,36.904 
2016/7/4 17:00,39.622 ,12.398 ,36.938 ,10.213 ,1.962 ,0.000 ,33.828 
2016/7/4 18:00,43.978 ,13.487 ,40.289 ,10.776 ,3.188 ,0.000 ,32.949 
2016/7/4 19:00,37.444 ,9.968 ,34.982 ,7.747 ,3.188 ,0.000 ,33.169 
2016/7/4 20:00,40.292 ,11.979 ,36.027 ,9.114 ,4.371 ,1.311 ,32.729 
2016/7/4 21:00,41.381 ,12.314 ,38.627 ,10.079 ,3.092 ,0.000 ,32.070 
2016/7/4 22:00,36.523 ,9.801 ,33.212 ,7.693 ,4.456 ,0.000 ,31.631 
2016/7/4 23:00,37.025 ,10.806 ,33.078 ,8.605 ,4.446 ,1.247 ,31.631 
2016/7/5 0:00,35.518 ,10.220 ,32.301 ,8.444 ,3.209 ,0.000 ,31.412 
2016/7/5 1:00,34.429 ,9.466 ,31.095 ,7.479 ,3.209 ,0.000 ,30.972 
2016/7/5 2:00,35.601 ,10.387 ,32.194 ,8.551 ,3.220 ,0.000 ,30.532 
2016/7/5 3:00,37.025 ,11.644 ,34.285 ,9.730 ,3.220 ,0.000 ,28.994 
2016/7/5 4:00,33.507 ,9.717 ,30.827 ,7.961 ,2.985 ,0.000 ,28.774 
2016/7/5 5:00,35.601 ,10.220 ,32.542 ,8.444 ,2.985 ,0.000 ,29.434 
2016/7/5 6:00,39.538 ,12.314 ,36.188 ,10.186 ,2.975 ,0.000 ,30.093 
2016/7/5 7:00,37.947 ,12.063 ,35.571 ,10.025 ,2.975 ,0.000 ,31.191 
2016/7/5 8:00,36.355 ,9.968 ,33.400 ,7.961 ,2.975 ,0.000 ,31.631 
2016/7/5 9:00,36.774 ,11.476 ,34.928 ,9.757 ,2.975 ,0.000 ,31.631 
2016/7/5 10:00,38.114 ,11.392 ,36.107 ,9.730 ,2.975 ,0.000 ,33.389 
2016/7/5 11:00,41.884 ,13.403 ,39.753 ,11.473 ,1.716 ,0.000 ,34.487 
2016/7/5 12:00,42.135 ,13.570 ,40.503 ,11.661 ,1.716 ,0.000 ,34.048 
2016/7/5 13:00,41.716 ,13.068 ,39.190 ,10.964 ,2.943 ,0.000 ,32.070 
2016/7/5 14:00,39.371 ,11.560 ,36.241 ,9.489 ,2.943 ,0.000 ,30.972 
2016/7/5 15:00,42.889 ,14.157 ,40.075 ,11.902 ,2.943 ,0.000 ,30.752 
2016/7/5 16:00,39.120 ,12.816 ,36.241 ,10.669 ,2.943 ,0.000 ,31.851 
2016/7/5 17:00,39.203 ,12.481 ,35.678 ,10.079 ,2.943 ,0.000 ,32.949 
2016/7/5 18:00,40.544 ,13.319 ,36.751 ,10.830 ,4.211 ,0.000 ,33.609 
2016/7/5 19:00,34.764 ,9.633 ,31.550 ,7.532 ,2.996 ,0.000 ,33.389 
2016/7/5 20:00,37.193 ,11.728 ,33.078 ,9.516 ,4.254 ,1.247 ,33.389 
2016/7/5 21:00,39.287 ,12.398 ,35.116 ,9.865 ,4.190 ,1.311 ,33.389 
2016/7/5 22:00,36.355 ,11.811 ,33.909 ,9.891 ,2.975 ,0.000 ,33.169 
2016/7/5 23:00,40.041 ,12.398 ,37.260 ,10.427 ,2.975 ,0.000 ,33.169 
2016/7/6 0:00,37.444 ,11.476 ,34.445 ,9.436 ,2.975 ,0.000 ,33.169 
2016/7/6 1:00,40.209 ,12.565 ,36.134 ,9.918 ,4.190 ,1.269 ,33.169 
2016/7/6 2:00,38.449 ,11.979 ,35.544 ,9.918 ,2.815 ,0.000 ,32.950 
2016/7/6 3:00,37.361 ,11.895 ,34.419 ,9.730 ,2.708 ,0.000 ,32.950 
2016/7/6 4:00,38.785 ,11.895 ,34.767 ,9.596 ,2.708 ,0.000 ,32.729 
2016/7/6 5:00,37.109 ,11.560 ,34.982 ,9.891 ,2.772 ,0.000 ,32.729 
2016/7/6 6:00,39.538 ,12.398 ,35.410 ,9.811 ,3.987 ,1.215 ,32.729 
2016/7/6 7:00,39.706 ,13.068 ,37.180 ,10.883 ,2.772 ,0.000 ,32.510 
2016/7/6 8:00,36.439 ,10.722 ,32.837 ,8.524 ,2.772 ,0.000 ,32.290 
2016/7/6 9:00,40.292 ,14.743 ,38.252 ,12.813 ,2.772 ,0.000 ,32.509 
2016/7/6 10:00,35.769 ,11.225 ,32.328 ,9.248 ,2.772 ,0.000 ,32.729 
2016/7/6 11:00,36.690 ,9.801 ,33.239 ,7.908 ,2.740 ,0.000 ,33.389 
2016/7/6 12:00,36.607 ,10.974 ,34.258 ,9.382 ,2.740 ,0.000 ,34.487 
2016/7/6 13:00,39.203 ,11.392 ,36.643 ,9.462 ,2.740 ,0.000 ,34.926 
2016/7/6 14:00,38.617 ,10.722 ,35.598 ,8.605 ,2.740 ,0.000 ,35.367 
2016/7/6 15:00,43.308 ,13.905 ,41.200 ,11.526 ,2.740 ,0.000 ,36.245 
2016/7/6 16:00,46.575 ,15.162 ,43.023 ,12.357 ,2.740 ,0.000 ,33.828 
2016/7/6 17:00,46.491 ,14.073 ,43.747 ,11.607 ,2.516 ,0.000 ,33.389 
2016/7/6 18:00,48.334 ,14.241 ,43.720 ,10.990 ,3.785 ,1.247 ,33.828 
2016/7/6 19:00,42.973 ,10.806 ,38.573 ,8.095 ,3.699 ,1.407 ,34.268 
2016/7/6 20:00,46.910 ,13.068 ,42.246 ,9.891 ,3.817 ,1.279 ,32.949 
2016/7/6 21:00,46.743 ,14.241 ,44.042 ,11.714 ,2.911 ,0.000 ,32.290 
2016/7/6 22:00,43.811 ,12.900 ,39.136 ,9.811 ,4.126 ,1.258 ,32.949 
2016/7/6 23:00,43.727 ,13.068 ,39.833 ,10.374 ,3.934 ,0.000 ,33.169 
2016/7/7 0:00,40.041 ,11.979 ,37.019 ,9.704 ,3.934 ,0.000 ,33.609 
2016/7/7 1:00,40.711 ,11.979 ,37.287 ,9.382 ,3.817 ,0.000 ,33.609 
2016/7/7 2:00,41.214 ,12.230 ,38.011 ,9.918 ,2.271 ,0.000 ,33.609 
2016/7/7 3:00,41.381 ,12.481 ,37.769 ,9.865 ,3.646 ,0.000 ,32.950 
2016/7/7 4:00,39.120 ,11.644 ,36.295 ,9.516 ,3.646 ,0.000 ,32.950 
2016/7/7 5:00,39.120 ,11.141 ,36.965 ,9.194 ,2.431 ,0.000 ,32.950 
2016/7/7 6:00,42.805 ,12.733 ,40.316 ,10.561 ,2.431 ,0.000 ,33.169 
2016/7/7 7:00,42.303 ,12.816 ,39.297 ,10.427 ,2.431 ,0.000 ,33.169 
2016/7/7 8:00,38.533 ,10.806 ,36.402 ,9.007 ,2.431 ,0.000 ,33.609 
2016/7/7 9:00,43.727 ,14.157 ,40.584 ,11.634 ,2.431 ,0.000 ,34.707 
2016/7/7 10:00,38.449 ,9.466 ,35.625 ,7.586 ,2.356 ,0.000 ,35.806 
2016/7/7 11:00,42.135 ,10.471 ,39.833 ,8.551 ,2.356 ,0.000 ,38.003 
2016/7/7 12:00,44.062 ,12.565 ,41.549 ,10.025 ,2.399 ,0.000 ,40.200 
2016/7/7 13:00,45.570 ,13.487 ,42.648 ,10.856 ,2.260 ,0.000 ,43.276 
2016/7/7 14:00,44.397 ,14.492 ,40.986 ,11.634 ,3.486 ,0.000 ,48.110 
2016/7/7 15:00,42.889 ,12.733 ,39.753 ,10.052 ,3.454 ,0.000 ,49.868 
2016/7/7 16:00,45.151 ,16.335 ,42.460 ,12.518 ,2.228 ,0.000 ,48.989 
2016/7/7 17:00,49.004 ,15.916 ,45.436 ,12.760 ,3.508 ,0.000 ,45.913 
2016/7/7 18:00,48.753 ,14.576 ,44.873 ,11.526 ,3.508 ,0.000 ,43.715 
2016/7/7 19:00,42.219 ,10.471 ,39.726 ,8.497 ,2.260 ,0.000 ,42.397 
2016/7/7 20:00,46.156 ,12.900 ,42.112 ,10.079 ,3.497 ,0.000 ,41.299 
2016/7/7 21:00,50.009 ,14.659 ,45.865 ,11.205 ,3.753 ,1.237 ,40.201 
2016/7/7 22:00,46.826 ,14.743 ,44.417 ,12.223 ,2.580 ,0.000 ,39.321 
2016/7/7 23:00,45.235 ,13.905 ,43.023 ,11.714 ,2.665 ,0.000 ,38.882 
2016/7/8 0:00,44.732 ,13.905 ,42.434 ,11.741 ,1.311 ,0.000 ,38.223 
2016/7/8 1:00,41.800 ,12.565 ,40.852 ,10.937 ,0.000 ,0.000 ,38.003 
2016/7/8 2:00,43.141 ,12.984 ,40.021 ,10.240 ,2.559 ,0.000 ,37.563 
2016/7/8 3:00,41.716 ,12.565 ,39.619 ,10.052 ,2.559 ,0.000 ,37.124 
2016/7/8 4:00,40.795 ,12.314 ,38.600 ,10.454 ,1.962 ,0.000 ,36.685 
2016/7/8 5:00,38.785 ,11.141 ,36.804 ,9.462 ,1.951 ,0.000 ,36.245 
2016/7/8 6:00,40.292 ,11.476 ,37.501 ,9.543 ,1.951 ,0.000 ,36.245 
2016/7/8 7:00,42.135 ,12.900 ,40.396 ,10.776 ,1.215 ,0.000 ,36.465 
2016/7/8 8:00,41.716 ,11.895 ,39.726 ,9.838 ,2.431 ,0.000 ,37.783 
2016/7/8 9:00,42.387 ,14.408 ,41.388 ,12.626 ,0.000 ,0.000 ,39.102 
2016/7/8 10:00,47.413 ,15.581 ,44.739 ,12.894 ,2.505 ,0.000 ,40.860 
2016/7/8 11:00,52.439 ,17.926 ,50.877 ,15.011 ,2.505 ,0.000 ,43.056 
2016/7/8 12:00,49.507 ,16.000 ,47.473 ,13.188 ,1.258 ,0.000 ,44.595 
2016/7/8 13:00,50.009 ,16.083 ,47.687 ,13.376 ,2.484 ,0.000 ,45.694 
2016/7/8 14:00,48.083 ,16.083 ,45.891 ,13.349 ,2.495 ,0.000 ,47.231 
2016/7/8 15:00,51.015 ,17.675 ,48.733 ,14.582 ,2.495 ,0.000 ,48.550 
2016/7/8 16:00,50.931 ,17.926 ,48.786 ,14.797 ,2.495 ,0.000 ,47.012 
2016/7/8 17:00,50.763 ,17.424 ,48.090 ,14.341 ,2.495 ,0.000 ,46.353 
2016/7/8 18:00,51.601 ,16.921 ,49.671 ,13.885 ,1.279 ,0.000 ,45.254 
2016/7/8 19:00,45.067 ,13.152 ,43.801 ,10.937 ,1.333 ,0.000 ,43.936 
2016/7/8 20:00,47.329 ,13.068 ,45.972 ,11.071 ,1.215 ,0.000 ,42.617 
2016/7/8 21:00,52.271 ,16.921 ,50.556 ,14.073 ,1.215 ,0.000 ,41.299 
2016/7/8 22:00,50.261 ,16.335 ,48.090 ,13.510 ,2.431 ,0.000 ,40.420 
2016/7/8 23:00,47.496 ,14.911 ,45.784 ,12.331 ,2.431 ,0.000 ,39.980 
2016/7/9 0:00,44.816 ,13.989 ,42.353 ,11.634 ,2.431 ,0.000 ,39.321 
2016/7/9 1:00,44.062 ,13.989 ,41.763 ,11.848 ,1.439 ,0.000 ,38.662 
2016/7/9 2:00,43.057 ,13.487 ,42.112 ,11.768 ,0.000 ,0.000 ,38.222 
2016/7/9 3:00,43.727 ,13.822 ,41.147 ,11.473 ,1.247 ,0.000 ,37.563 
2016/7/9 4:00,42.973 ,13.570 ,41.227 ,11.634 ,1.247 ,0.000 ,37.124 
2016/7/9 5:00,41.549 ,12.816 ,40.450 ,11.017 ,0.000 ,0.000 ,36.685 
2016/7/9 6:00,42.219 ,13.152 ,41.388 ,11.473 ,0.000 ,0.000 ,36.465 
2016/7/9 7:00,42.805 ,13.654 ,41.710 ,12.063 ,0.000 ,0.000 ,36.465 
2016/7/9 8:00,40.795 ,11.895 ,38.761 ,10.025 ,1.269 ,0.000 ,37.563 
2016/7/9 9:00,43.476 ,13.403 ,42.165 ,11.661 ,0.000 ,0.000 ,38.222 
2016/7/9 10:00,47.915 ,15.581 ,45.275 ,12.679 ,2.463 ,0.000 ,39.541 
2016/7/9 11:00,50.596 ,16.586 ,48.626 ,13.483 ,2.463 ,0.000 ,40.640 
2016/7/9 12:00,51.434 ,16.754 ,49.108 ,13.912 ,2.463 ,0.000 ,42.837 
2016/7/9 13:00,49.926 ,16.335 ,48.679 ,13.912 ,2.463 ,0.000 ,42.837 
2016/7/9 14:00,50.763 ,16.586 ,47.875 ,13.591 ,2.527 ,0.000 ,42.617 
2016/7/9 15:00,49.507 ,17.089 ,47.446 ,14.153 ,2.527 ,0.000 ,43.496 
2016/7/9 16:00,51.434 ,21.026 ,48.733 ,17.745 ,2.527 ,0.000 ,44.155 
2016/7/9 17:00,52.104 ,20.774 ,49.617 ,17.424 ,2.527 ,0.000 ,43.056 
2016/7/9 18:00,47.664 ,17.005 ,45.194 ,14.395 ,2.527 ,0.000 ,42.178 
2016/7/9 19:00,46.407 ,16.419 ,44.685 ,13.832 ,3.198 ,0.000 ,41.299 
2016/7/9 20:00,47.245 ,17.675 ,45.463 ,14.931 ,1.226 ,0.000 ,40.639 
2016/7/9 21:00,47.413 ,16.167 ,45.650 ,13.483 ,2.463 ,0.000 ,40.420 
2016/7/9 22:00,47.915 ,18.513 ,45.731 ,15.387 ,2.463 ,1.237 ,40.201 
2016/7/9 23:00,47.245 ,17.926 ,44.605 ,14.984 ,2.463 ,0.000 ,39.761 
2016/7/10 0:00,44.397 ,16.754 ,41.495 ,13.912 ,2.463 ,0.000 ,39.321 
2016/7/10 1:00,43.057 ,15.581 ,40.369 ,12.786 ,2.463 ,0.000 ,38.882 
2016/7/10 2:00,41.633 ,14.827 ,39.136 ,12.331 ,2.463 ,0.000 ,38.443 
2016/7/10 3:00,41.046 ,14.994 ,38.761 ,12.760 ,2.463 ,0.000 ,38.003 
2016/7/10 4:00,39.120 ,14.324 ,35.759 ,11.821 ,2.463 ,0.000 ,37.563 
2016/7/10 5:00,40.376 ,14.659 ,37.421 ,12.465 ,2.463 ,0.000 ,36.685 
2016/7/10 6:00,41.465 ,14.911 ,38.091 ,12.491 ,2.463 ,0.000 ,36.685 
2016/7/10 7:00,39.622 ,14.241 ,37.448 ,12.304 ,1.354 ,0.000 ,36.685 
2016/7/10 8:00,37.444 ,13.068 ,34.982 ,11.124 ,1.354 ,0.000 ,36.904 
2016/7/10 9:00,42.722 ,15.748 ,40.182 ,13.349 ,2.612 ,0.000 ,37.343 
2016/7/10 10:00,42.805 ,14.827 ,40.718 ,12.518 ,2.612 ,0.000 ,37.784 
2016/7/10 11:00,46.826 ,15.246 ,44.015 ,12.545 ,2.601 ,0.000 ,37.563 
2016/7/10 12:00,45.654 ,16.419 ,44.498 ,14.261 ,1.343 ,0.000 ,39.102 
2016/7/10 13:00,48.083 ,17.843 ,45.757 ,15.038 ,2.463 ,0.000 ,39.980 
2016/7/10 14:00,48.669 ,19.015 ,46.669 ,16.405 ,1.311 ,0.000 ,40.860 
2016/7/10 15:00,49.339 ,19.267 ,47.125 ,16.191 ,2.527 ,0.000 ,41.738 
2016/7/10 16:00,49.004 ,18.010 ,46.910 ,15.521 ,2.527 ,0.000 ,42.617 
2016/7/10 17:00,51.769 ,18.764 ,49.323 ,15.789 ,2.527 ,0.000 ,41.958 
2016/7/10 18:00,52.606 ,18.764 ,49.644 ,15.628 ,2.527 ,0.000 ,41.519 
2016/7/10 19:00,46.072 ,14.994 ,44.229 ,12.491 ,2.527 ,0.000 ,41.079 
2016/7/10 20:00,50.931 ,18.513 ,48.384 ,15.521 ,2.708 ,0.000 ,40.201 
2016/7/10 21:00,54.868 ,20.356 ,51.306 ,16.646 ,2.708 ,0.000 ,39.761 
2016/7/10 22:00,49.172 ,17.926 ,46.964 ,15.145 ,2.708 ,0.000 ,39.321 
2016/7/10 23:00,49.423 ,18.261 ,46.052 ,15.011 ,2.708 ,0.000 ,39.102 
2016/7/11 0:00,45.989 ,16.921 ,43.801 ,14.368 ,2.452 ,0.000 ,38.882 
2016/7/11 1:00,44.732 ,16.419 ,42.407 ,14.073 ,2.452 ,0.000 ,38.443 
2016/7/11 2:00,42.805 ,15.832 ,41.897 ,13.778 ,1.258 ,0.000 ,38.003 
2016/7/11 3:00,43.643 ,16.167 ,41.817 ,13.805 ,1.226 ,0.000 ,37.563 
2016/7/11 4:00,40.627 ,14.911 ,39.538 ,13.135 ,1.226 ,0.000 ,37.344 
2016/7/11 5:00,42.805 ,15.748 ,40.772 ,13.671 ,1.397 ,0.000 ,37.124 
2016/7/11 6:00,43.057 ,15.078 ,41.603 ,12.947 ,1.215 ,0.000 ,37.124 
2016/7/11 7:00,42.387 ,16.167 ,41.174 ,13.885 ,1.215 ,0.000 ,37.124 
2016/7/11 8:00,41.633 ,15.162 ,40.530 ,13.188 ,1.226 ,0.000 ,35.586 
2016/7/11 9:00,41.633 ,14.576 ,40.450 ,12.894 ,0.000 ,0.000 ,34.487 
2016/7/11 10:00,39.036 ,11.225 ,37.555 ,9.596 ,1.269 ,0.000 ,35.367 
2016/7/11 11:00,41.549 ,11.644 ,40.209 ,9.891 ,1.237 ,0.000 ,34.926 
2016/7/11 12:00,42.805 ,13.068 ,41.683 ,11.392 ,0.000 ,0.000 ,35.806 
2016/7/11 13:00,46.910 ,17.926 ,45.918 ,15.655 ,0.000 ,0.000 ,38.223 
2016/7/11 14:00,49.088 ,18.513 ,47.875 ,16.217 ,1.226 ,0.000 ,40.420 
2016/7/11 15:00,48.502 ,19.015 ,47.044 ,16.378 ,1.226 ,0.000 ,41.079 
2016/7/11 16:00,50.512 ,19.602 ,49.242 ,16.861 ,1.301 ,0.000 ,42.837 
2016/7/11 17:00,52.355 ,19.434 ,50.851 ,16.673 ,1.365 ,0.000 ,42.617 
2016/7/11 18:00,51.350 ,18.680 ,49.564 ,16.003 ,1.226 ,0.000 ,41.519 
2016/7/11 19:00,45.905 ,15.748 ,43.774 ,13.456 ,2.495 ,0.000 ,40.420 
2016/7/11 20:00,49.758 ,17.340 ,47.125 ,14.743 ,2.495 ,0.000 ,39.321 
2016/7/11 21:00,47.329 ,16.586 ,45.034 ,13.859 ,2.495 ,0.000 ,38.882 
2016/7/11 22:00,48.083 ,17.759 ,45.007 ,14.743 ,2.495 ,0.000 ,38.443 
2016/7/11 23:00,46.491 ,16.921 ,44.498 ,14.341 ,2.495 ,0.000 ,38.443 
2016/7/12 0:00,46.324 ,16.754 ,43.104 ,14.100 ,2.495 ,0.000 ,38.443 
2016/7/12 1:00,43.978 ,16.083 ,40.691 ,13.456 ,2.559 ,0.000 ,38.222 
2016/7/12 2:00,43.057 ,14.994 ,41.066 ,13.108 ,1.290 ,0.000 ,38.003 
2016/7/12 3:00,42.805 ,15.665 ,39.619 ,13.108 ,2.623 ,0.000 ,37.784 
